ra,u,g,field,redshift,camcol_1,camcol_2,camcol_3,camcol_4,camcol_5,camcol_6
0.14562938518478488,-2.052252562167572,-2.3814062678142824,-0.12064352117815612,-0.37775471371648517,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.1469084167836052,-0.4255836698229691,-0.32916843477430024,-0.12064352117815612,-0.37806024577497493,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.1451321240112061,0.7836094275543148,0.6596181972001928,-0.12064352117815612,-0.37534706519555916,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.14724153640431148,1.301996186091798,0.595874854591155,-0.12064352117815612,-0.10491785305902956,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.14816683462580138,0.18466619130441306,1.7017210717123,-0.11474430569239653,3.4547430332855087,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.14783060159437686,-1.2791852607154872,-1.5198649499166033,-0.11474430569239653,-0.17615432507424805,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.1494835752772318,0.4718726230133698,1.0982249452927166,-0.11474430569239653,-0.11797197503762928,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.15153655655369386,-0.48765820472338894,-0.7256769151564164,-0.10884509020663696,-0.2502979775492314,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.1518772035344932,-0.9511162392328169,-0.4476060887421852,-0.10884509020663696,-0.2792522202461434,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.1532381865842321,1.0892956559048734,2.3412023370609125,-0.10884509020663696,3.1257567185460657,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.1589091175149154,-1.4394083635720365,-1.2423526549457178,-0.09704665923511781,-0.37743429435882864,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.15987191897986786,-0.17046056162865408,0.062210235414301256,-0.09704665923511781,-0.3778439212636906,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
0.1579599826531327,0.6318182728249921,0.0612084817909947,-0.09704665923511781,-0.37783280190936475,-0.40091255459555264,-0.401584776946457,2.1913141228813635,-0.4477862123740665,-0.4716350928374873,-0.5020419304033081
